,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]",-0.23095566076928994,-0.004453411610614611,-0.39242055136216253,0.15806965571183174,0.03850865874685182,-0.043623640367744465,-0.3677510887586157,0.06752050479401986,-7.07328373294695e-17,-0.03777662803043022,0.11890809808103159,0.3389867766578632,0.06706251923967212,-0.3548734127412361,-0.225650918486407,-0.30272359041435026,-0.04419180592817517,-0.20519923418601696,0.20110407911706515,-0.2100902925755561,-0.27094106711113586,0.6931707103028576,-0.09576591975620902,1.0,0.22915049552179617,0.34167677062686463,0.492053402644387,-0.2749758921061432,-0.10821644155778055,0.05038620523180093,0.08757690683104351,0.4009816583368629,-0.007199419462220967,0.8921305703079739,-0.09395595758539618,-0.052091335517716345,-0.05593812072212448,-0.09682094657298916,0.07908323393046847,-0.13147607105490136,0.048815518680347926,-0.16456584145542247,0.02799774235308128,-0.07703373551049808,-0.03595715214307911
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]",-0.24026316359265878,-0.12077449062936021,-0.4776149359211916,0.16179369718486458,-0.01326142542654738,0.05633586760717712,-0.06826013693496151,0.08138334568888969,-0.10847528412541059,-0.13009332233180473,0.019687016837318185,-0.08680323778255256,-0.08660499613148814,0.23532266840210955,0.3987443207346277,0.3018132540443889,0.2740749949882006,0.13206625833470775,0.5846609994357821,0.5733081820719961,0.24169464012188802,0.11779080260108184,0.4276450151772377,0.22915049552179617,1.0,0.593701296480015,0.0018689445011488782,-0.3488241650561034,-0.16770174354435657,0.06124149659896753,-0.03410874469165685,-0.011904148431163566,-0.10054943805181807,0.26128868568817176,-0.2145177556171798,-0.19309299246608877,-0.07446160629851858,0.034100518028693,0.22109952382352066,0.16978909760904223,0.12051897531191398,0.06266658243542662,0.1418711249224282,-0.18110806168513072,0.12431846817617007
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]",-0.2350195776989068,-0.099545414003466,-0.3268088603258487,0.1424940497661898,0.28214107652219556,-0.02166894716748141,-0.13965681376463604,-0.2291839462485177,-0.0625856661269809,-0.008935519387635808,0.04240536086110404,-0.1155039918813709,0.08508946737291505,0.0318511008069022,0.2013119935874225,-0.006817308007748473,0.08909193644877615,0.014940522305884642,0.4084311343132136,0.2407045597308279,0.022971022448509737,0.3845067237693165,0.24089588606407417,0.34167677062686463,0.593701296480015,1.0,0.05661086503572304,-0.2806874120710763,-0.13040273231953983,0.22206287848814454,0.0359061054981008,0.011446986368764046,0.19602494257487005,0.4267681329645002,-0.11629435947543583,-0.04432302279324437,-0.016030301447499583,-0.04372124751853817,0.24017525118574667,-0.09313208093840251,-0.14441753402777813,-0.014222847833106454,0.006622464276178047,-0.06651571596191036,-0.015182186981063979
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",-0.11631646035895912,-0.06429579932857596,-0.11411080324817162,-0.04009924704866092,-0.1978204249663705,-0.23508138912690188,-0.10081816373732871,-0.013602171244697814,0.32150954600383985,-0.14676803372849692,-0.05343657764521392,0.04720993319653301,-0.02790089888096736,-0.09717103568761785,-0.12973153768255288,-0.2575248382079316,-0.08490392674207782,0.14542319206685786,-0.008980694296507125,-0.17193801852918814,-0.24660425734162578,0.23901089589994237,-0.06890099765692169,0.492053402644387,0.0018689445011488782,0.05661086503572304,1.0,-0.12493633838245904,0.19620420739538322,-0.07165005590254536,0.15542275157725455,0.08356421197382503,-0.0064459586798463,0.6501444247529609,-0.18278179565067496,-0.18558704696798248,-0.34673450998447586,-0.2659747784046162,-0.20794814853845547,-0.31149236191035246,-0.11714036474521183,-0.33880811871333505,-0.33438410651702727,-0.27666706560380455,-0.3253598950438602
mean_cultural_closeness_subj,0.9020204506311442,0.6831658232092828,0.8194496540905447,-0.3753381074379873,-0.0008148049910157458,0.00346137346650851,0.2048824005895343,-0.037145338175945,0.2665963878371747,0.054810236417356495,-0.1110900752362779,-0.09317491850912694,-0.053674322170361506,0.031833293058262845,-0.33312838021306473,-0.31960276793301734,-0.1769677681472788,-0.2083221241207216,0.1163357283168033,0.040682451626808405,0.2389836178997098,-0.2037971657238731,-0.321537827517866,-0.2749758921061432,-0.3488241650561034,-0.2806874120710763,-0.12493633838245904,1.0,0.39689042907522587,-0.030729401234210703,-0.05329697178554067,-0.1682246535353721,-0.00524701070515345,-0.30114127709468785,0.13019547847950474,0.056334715108750544,0.21850986534449607,-0.02793593337297506,0.01673322722970246,0.015280876432718062,-0.10663048774193769,-0.03692503400119738,-0.04806938839559836,0.1581279911021064,-0.011101078815134408
extraversion,0.3006589364452696,0.39422780800414275,0.3049488778053986,-0.871443607861029,0.07304761312861786,-0.17645283124351413,0.26729112186577536,0.1506830464489407,0.7685644315597276,-0.012043531735938697,0.07960885891312022,-0.34298110289897643,-0.12688648033134403,0.14865231901917697,-0.03219213186316647,-0.14876699760051926,-0.07579224968182309,0.061157528785851886,-0.08180037176052997,-0.03244280358357992,0.08104485988445813,-0.16048609976762376,0.05988781714113146,-0.10821644155778055,-0.16770174354435657,-0.13040273231953983,0.19620420739538322,0.39689042907522587,1.0,0.06283694273288003,0.17124458283800392,-0.34714246556122447,-0.16780756418747136,-0.057880110020834916,0.1654812311499038,0.10010445294186665,0.2477495857840047,0.3142862153802071,0.32882345868606494,0.3461002364096877,0.11374597971772996,0.136207427647586,0.1365667942589528,0.19913947657514575,0.2591528032083285
agreebleness,-0.013234211779061283,0.11636627932061525,-0.1525867356218326,-0.056359027906375495,0.8385162005756613,-0.19647799569665403,-0.2923134031975204,0.01857147451205309,0.046207068373809,-0.6456915648703885,0.1584963757762792,-0.035976119782066635,0.14435613280874407,0.15162364302985618,0.2068838344774367,0.2340450203391708,0.04051643274589347,0.22520817694142575,0.15531392806471336,0.1547818111102747,0.1907947345457162,0.05569731388060761,0.3849744780689582,0.05038620523180093,0.06124149659896753,0.22206287848814454,-0.07165005590254536,-0.030729401234210703,0.06283694273288003,1.0,0.2225270155697439,0.1426160762198759,0.06710664299170105,0.07182259641300011,0.2533581373707897,0.354212353881484,0.10770022684050896,0.048419170039153706,0.4270221054143594,0.2559382174932101,0.17968056061040327,0.33326047674241266,0.20021982007359976,0.26748756288433917,0.3447463412539926
coscientiousness,0.026069559518823636,-0.2705893958689676,0.04158326416237455,-0.05573629984063074,0.19225001675058687,-0.9002664217312288,-0.010445656490326853,0.20904700558433056,0.25355991637210706,-0.13575529882953088,0.6831934169256979,0.008436661949063349,-0.07109038413075225,-0.035556847916823,0.02312806333167843,-0.0009105388891486844,-0.3718213902017119,-0.13580474585255972,-0.14607237854188468,-0.0003629746131911036,-0.09222271175921809,0.3516537637376971,0.2606560738049286,0.08757690683104351,-0.03410874469165685,0.0359061054981008,0.15542275157725455,-0.05329697178554067,0.17124458283800392,0.2225270155697439,1.0,0.010702242539618946,-0.17522242362083015,0.27458446047131985,0.0046343175322748845,0.07503883332529933,-0.13088966289017553,0.21460284349280034,0.19458799240038788,-0.022574451456900204,0.020003213737405143,0.2323564163474027,0.10742434805022627,-0.024146823017302716,0.10902530318923177
neuroticism,-0.2497636231309841,0.11428712786437425,-0.18732552791745963,0.3493109356590376,0.22235422816283065,-0.020990735588818903,-0.8766515049889865,0.09845266903290255,-0.20576372293827533,0.05193509127091451,-0.011736607103560422,0.8846212837095833,0.1122400285647508,-0.18052009702243352,-0.033052741369832286,0.11321030732832331,0.06563001342955743,-0.06432400980849255,-0.05720208270218841,-0.18653664081715132,-0.15445545796879928,0.21819496666090973,0.05738957488984559,0.4009816583368629,-0.011904148431163566,0.011446986368764046,0.08356421197382503,-0.1682246535353721,-0.34714246556122447,0.1426160762198759,0.010702242539618946,1.0,-0.0025660756933546915,0.2853361653319136,-0.020684102728042417,0.06498386253605815,-0.09110095920939926,-0.05390359656794847,-0.09079338895113813,0.03564134738245158,0.03454257817591776,0.03190622963236754,-0.08211442218735004,-0.02124500218080623,-0.019833994324226778
openness,-0.046433740592799845,-0.11074919766538897,0.13568434817774352,0.17340458776515805,-0.06431967704109727,0.15301241220413392,-0.012522770401498717,-0.8621187130060359,-0.09353236530393359,-0.21232638418196073,-0.1276523675964568,-0.01658743270480606,0.798695685803681,-0.02856029803973888,-0.04168621245293924,-0.19561456260907778,0.22082861547083063,-0.11164076989372612,0.13127015764888533,-0.15839530811928823,-0.12055709492214564,-0.020428559877706108,-0.24178713523588882,-0.007199419462220967,-0.10054943805181807,0.19602494257487005,-0.0064459586798463,-0.00524701070515345,-0.16780756418747136,0.06710664299170105,-0.17522242362083015,-0.0025660756933546915,1.0,-0.031174992797891807,-0.053678052738545624,-0.10204448566981168,-0.1964457239233784,-0.29403030699838,-0.20516432392997155,-0.3247604469432779,-0.30135926589970935,-0.14230072482482298,-0.290083135391924,-0.13675292386946591,-0.30034562237740997
mean_trust_subj,-0.257998080974995,-0.11225121560215837,-0.33852114743385453,0.14952260311604545,0.022166564186742743,-0.24135395968962398,-0.26988236533138393,0.011987566898500968,0.08475362743855681,-0.09971008106635265,0.19739904030194488,0.2332803903980181,-0.04258062125280729,-0.23023079821404324,-0.17769062510440728,-0.22051751065720276,-0.06260890716416147,-0.07441518510807422,0.19842384791947157,-0.14173295550894963,-0.25462810956941545,0.8387911143612199,0.0133542672319058,0.8921305703079739,0.26128868568817176,0.4267681329645002,0.6501444247529609,-0.30114127709468785,-0.057880110020834916,0.07182259641300011,0.27458446047131985,0.2853361653319136,-0.031174992797891807,1.0,-0.23543930432222065,-0.16382742888480514,-0.20957016236290948,-0.1547642509019339,0.05182077043409402,-0.28927878845872296,-0.0720386956309794,-0.25716276131775473,-0.12453236963158881,-0.23317407676229743,-0.1825351162585988
Which picture best describes the relationship between Pepper and your country? ,0.21798939758765765,-0.00761368597303154,0.048420172518772855,-0.10959758529571129,0.3555120090199396,-0.11047204436848775,-0.04181841797661896,0.13275034063087587,0.17232610935085982,0.03690517461241736,-0.17514116182737968,-0.07640263701366656,0.059818483293077,0.07902836401954694,-0.09027946646004799,-0.03821254333778554,-0.2640809498720557,-0.11827142602956303,-0.21975275661880678,-0.015232938760085593,0.18137700606534785,-0.2625341564348371,0.22219724642250746,-0.09395595758539618,-0.2145177556171798,-0.11629435947543583,-0.18278179565067496,0.13019547847950474,0.1654812311499038,0.2533581373707897,0.0046343175322748845,-0.020684102728042417,-0.053678052738545624,-0.23543930432222065,1.0,0.890569085512826,0.5760078536683512,0.5755859732467646,0.32306417089463296,0.3454735070505646,0.39396364884682533,0.2500430106502331,0.2998449188006657,0.9335147984615256,0.5139804358124513
Which picture best describes the relationship between Pepper and your national culture? ,0.15506350028027546,-0.03388687113915785,-0.03607042585600736,-0.05974606444037625,0.48262091260830736,-0.14937332635225123,-0.10721993280000372,0.14506633218414222,0.11279209961256637,0.03140206548397196,-0.08597597069957232,0.008781821112963132,-0.013703485345826917,0.04780657656517587,0.07886400237833446,0.09056666583028158,-0.2637364760589157,-0.05744183453193184,-0.13302577853039257,0.10075321703729707,0.2969730310381361,-0.18615776945809018,0.3490418585534026,-0.052091335517716345,-0.19309299246608877,-0.04432302279324437,-0.18558704696798248,0.056334715108750544,0.10010445294186665,0.354212353881484,0.07503883332529933,0.06498386253605815,-0.10204448566981168,-0.16382742888480514,0.890569085512826,1.0,0.4853497084698603,0.543682605175273,0.28616185868562144,0.3580649640857013,0.38558484339571897,0.2525472298649213,0.24061015568460864,0.8949268534507493,0.48686255220615143
Which picture best describes the relationship between Pepper and your own preferences? ,0.2881981102873437,0.10669807477212709,0.0909409681574629,-0.3618830111570133,0.2783232346485609,0.1685331638669413,0.09700016241553139,0.25883285890728586,-3.581933702817759e-18,0.19394569993209707,-0.004382902626769477,-0.06398117313646705,-0.05064700640926344,-0.002751558367912835,0.002468634174996308,0.0704618391823769,0.001960702650891745,-0.07766812929675672,-0.014240978749645278,-0.03370644675598349,0.22191995770053585,-0.15239080830534157,0.21431484952545093,-0.05593812072212448,-0.07446160629851858,-0.016030301447499583,-0.34673450998447586,0.21850986534449607,0.2477495857840047,0.10770022684050896,-0.13088966289017553,-0.09110095920939926,-0.1964457239233784,-0.20957016236290948,0.5760078536683512,0.4853497084698603,1.0,0.6326472723843092,0.5624367236594657,0.4170421669131179,0.6277772974723138,0.3325373509075389,0.573046550761855,0.7983812387891895,0.6930013406655406
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.032155984714220424,-0.09094052582506386,-0.04292888368401769,-0.3443038309035409,0.20445435436431406,-0.21379511118122302,-0.04133741772765994,0.45124262819714017,0.14969623771302393,0.19836373585187614,0.11206860209138352,-0.13354826268255812,4.655297548331748e-18,-0.056284763979275516,0.03787303592515852,0.1921785140219342,-0.27072454241746247,0.05732595184258245,-0.27916987505172863,-6.029161164681404e-17,0.1599825483102246,-0.08906413365189532,0.33524230193036053,-0.09682094657298916,0.034100518028693,-0.04372124751853817,-0.2659747784046162,-0.02793593337297506,0.3142862153802071,0.048419170039153706,0.21460284349280034,-0.05390359656794847,-0.29403030699838,-0.1547642509019339,0.5755859732467646,0.543682605175273,0.6326472723843092,1.0,0.6629641526893348,0.4991452284652539,0.6948514387671986,0.5760862700328798,0.6566676856297152,0.6705083817929388,0.7928537789368068
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.007434061696804609,0.022362223571531115,0.015338051055048898,-0.301208874842836,0.5265510101145872,-0.096045175801851,0.04039875290708397,0.3703418746652828,0.2336033173479695,-0.03960568659995859,0.26568358130146114,-0.1183061942800538,0.06588502115702582,-0.11622379996795776,-0.09710947648766673,0.1272292734539077,-0.1883965932957929,0.019363212843274684,-0.03329069717142169,0.04274829233016776,0.07407700434778801,0.13517538962953593,0.19470804712805656,0.07908323393046847,0.22109952382352066,0.24017525118574667,-0.20794814853845547,0.01673322722970246,0.32882345868606494,0.4270221054143594,0.19458799240038788,-0.09079338895113813,-0.20516432392997155,0.05182077043409402,0.32306417089463296,0.28616185868562144,0.5624367236594657,0.6629641526893348,1.0,0.49889755599909413,0.6363711478259141,0.5843096293496155,0.7465015159861615,0.45346060491197104,0.8355294987423635
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.07441598392472204,0.13583995823409936,-0.16708330349631434,-0.38934271512687724,0.19025346994204187,0.026706263046805612,-0.13479903133817117,0.4351142364386695,0.15156305744429138,-0.19938843045588264,-0.004715477533436256,-0.06883606828159924,-0.07515876442246637,0.19242254051641083,0.19255668530126585,0.23146858227495434,0.0485180602922508,-0.11198976176757953,0.05490234641786583,0.3094536012762614,0.2850385843717607,-0.3332620710019462,0.36485430930250556,-0.13147607105490136,0.16978909760904223,-0.09313208093840251,-0.31149236191035246,0.015280876432718062,0.3461002364096877,0.2559382174932101,-0.022574451456900204,0.03564134738245158,-0.3247604469432779,-0.28927878845872296,0.3454735070505646,0.3580649640857013,0.4170421669131179,0.4991452284652539,0.49889755599909413,1.0,0.4922188439746571,0.6013338016465368,0.6165293564193022,0.4290319787058225,0.7583518870795883
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,-0.05769748073044342,-0.14834052546841658,-0.07936145284451296,-0.15327603778466806,0.2809114770651107,0.0054490419094425585,-0.11013377382935174,0.47230435623884964,0.016787496689238905,0.06651105703411514,0.05301323474718498,-0.046835919911702835,0.011654677216593388,-0.0677103760863639,0.15135562168974107,0.4278975840620039,-0.050702329126714483,0.20839158839192076,-0.034648235049999844,0.06748056259827871,0.22670953174382513,-0.14579864520054728,0.24187203497465157,0.048815518680347926,0.12051897531191398,-0.14441753402777813,-0.11714036474521183,-0.10663048774193769,0.11374597971772996,0.17968056061040327,0.020003213737405143,0.03454257817591776,-0.30135926589970935,-0.0720386956309794,0.39396364884682533,0.38558484339571897,0.6277772974723138,0.6948514387671986,0.6363711478259141,0.4922188439746571,1.0,0.34606311406845486,0.7537978454732784,0.542680690018788,0.8163434455486345
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,-0.04037417461349256,0.08781667356418421,-0.10976067568879928,-0.1341107753107217,0.30697165857823855,-0.18668454406903054,-0.08209973401551533,0.3682691336237258,0.08457952516008878,-0.17660623816761928,0.19648270508443927,-0.024237316009394324,0.17799233832840683,0.07034838419224249,0.046255465484522654,0.033561813524947894,-0.1747640334832398,-0.03785797812648033,-0.2256892943925852,0.14323384108572226,0.11127725439976346,-0.17993898749258017,0.21281533415034762,-0.16456584145542247,0.06266658243542662,-0.014222847833106454,-0.33880811871333505,-0.03692503400119738,0.136207427647586,0.33326047674241266,0.2323564163474027,0.03190622963236754,-0.14230072482482298,-0.25716276131775473,0.2500430106502331,0.2525472298649213,0.3325373509075389,0.5760862700328798,0.5843096293496155,0.6013338016465368,0.34606311406845486,1.0,0.7252638357227419,0.3205645705587133,0.7478230219421809
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,-0.028574609595569168,-0.038018381288118526,-0.05505403264719943,-0.15645526715653363,0.2815772528243592,-0.02064453180531968,0.0012522770401498596,0.48619485559061343,0.05611941918236018,0.0300461864408435,0.20098457876888942,-0.14119546375554443,0.04870095645144399,0.018329743518041258,0.03824423160820109,0.1790222559592008,-0.16341925051348963,-0.02158388217945376,-0.11141416741628084,0.14795166143010438,0.17598912600443864,-0.06282745773709622,0.13632263359826366,0.02799774235308128,0.1418711249224282,0.006622464276178047,-0.33438410651702727,-0.04806938839559836,0.1365667942589528,0.20021982007359976,0.10742434805022627,-0.08211442218735004,-0.290083135391924,-0.12453236963158881,0.2998449188006657,0.24061015568460864,0.573046550761855,0.6566676856297152,0.7465015159861615,0.6165293564193022,0.7537978454732784,0.7252638357227419,1.0,0.43251184909709056,0.9145613324722224
mean_cultural_closeness,0.2552512530132689,0.028090800089823086,0.04212345588549789,-0.2096375254856854,0.4216515742606634,-0.027516498987874942,-0.015278902712683584,0.20748941509637298,0.1059665954435762,0.10386728417607913,-0.0991173193820322,-0.051653131227811636,-0.002829501596194768,0.046065239073734755,-0.004666139163528132,0.0468049722541267,-0.1944358981826017,-0.09696979292590312,-0.13699276190688847,0.016989580485649487,0.2658293225267109,-0.22833622163507136,0.2970104214598485,-0.07703373551049808,-0.18110806168513072,-0.06651571596191036,-0.27666706560380455,0.1581279911021064,0.19913947657514575,0.26748756288433917,-0.024146823017302716,-0.02124500218080623,-0.13675292386946591,-0.23317407676229743,0.9335147984615256,0.8949268534507493,0.7983812387891895,0.6705083817929388,0.45346060491197104,0.4290319787058225,0.542680690018788,0.3205645705587133,0.43251184909709056,1.0,0.6511103268146327
mean_competence,0.031092225207369664,0.007814655409099402,-0.07608851950988842,-0.27737384235464846,0.4185256729361991,-0.060783464140994746,-0.06380778799996407,0.5017622123945168,0.13195421379817002,-0.04118624119978312,0.137166980174766,-0.0962405456054581,0.04848448700495021,0.021368197641083008,0.0714322505459273,0.2349339721305141,-0.1491196842713316,0.005585152820342082,-0.09883866463310367,0.15112550902871869,0.2358994158553718,-0.161456380169931,0.29798619381955654,-0.03595715214307911,0.12431846817617007,-0.015182186981063979,-0.3253598950438602,-0.011101078815134408,0.2591528032083285,0.3447463412539926,0.10902530318923177,-0.019833994324226778,-0.30034562237740997,-0.1825351162585988,0.5139804358124513,0.48686255220615143,0.6930013406655406,0.7928537789368068,0.8355294987423635,0.7583518870795883,0.8163434455486345,0.7478230219421809,0.9145613324722224,0.6511103268146327,1.0
