,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]",-0.02286738297061871,0.07339476744161776,0.007650973873836967,-0.12490423027106055,-0.10015736251466253,0.15629294691869866,-0.032964494485630394,0.009696806562370092,-0.23598575783157666,0.03195547595439497,0.07197049866768822,0.02031929758672573,-0.05548683226265777,-0.20092368037916486,-0.12610511443992306,-0.38792817491536913,-0.02743683546340118,-0.13377004361407657,-0.006277994929886151,-0.12267884044297732,-0.32033004458557923,0.7251461785780478,0.06292338580286637,1.0,0.07979491872161804,0.014012771690209798,0.504016448576176,0.024908774643916512,-0.07771400883532398,-0.08009809008595668,-0.07853553519519045,0.03052348794221354,-0.03741552228170993,0.891608235290447,0.03650095517938106,0.1353485806186182,-0.026268970861424455,0.20659829179262734,0.010971619332905452,0.0190153497872339,-0.007115873688731412,-0.0836297248974363,0.074462870949714,0.0518601660732418,0.010527361699340753
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]",-0.0017144085963016623,-0.004172539883210254,-0.11625105797943641,-0.07939640314846459,-0.342704767403224,-0.06162327732827214,0.003857806210809739,0.31793561708558166,-0.01112284434791253,0.45146750770345295,0.24732983409895268,-0.029631119324801433,0.07080760927446485,0.3154756130231433,0.23867807570443839,0.31175078934155087,0.1439507551187013,0.17628403223611522,0.2489580696780321,0.17094254336161654,0.03069464332646784,0.1684622005503719,0.32637964182398643,0.07979491872161804,1.0,0.5214699334942682,-0.07059512941128324,-0.04979881015416962,0.03525476393605787,-0.4936873288287304,0.1656223220659157,-0.01927074086614088,-0.23664916338321937,0.18292357639807172,0.11581751467843608,0.15866726582956608,0.18439716287287608,0.08240015031496034,0.14665103990358347,0.2686491851601153,0.025607509255254117,0.20975565208607388,-0.12505056706538983,0.18184107939170213,0.14162415660800953
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]",-0.040440998886317386,0.13183849014084692,0.06266877406534098,-0.08108364290239871,0.10636875893489266,0.07812747145077593,-0.16044978978040603,0.3169020971855316,-0.04488003203170512,0.11897537702443156,0.0854567937174466,0.262556987263895,-0.16966457662052886,0.3651638823384579,0.279723676378072,0.45134968548528087,0.1344202489028448,0.32688744144091014,0.40395745739219263,0.4539848555523293,0.45235646167040106,-0.02413261106403063,0.3937102816241253,0.014012771690209798,0.5214699334942682,1.0,0.20484075641079982,0.06491756220730871,0.01557184718956289,-0.013092500774091421,-0.015091635096359964,0.24283897505104318,-0.36172991103562235,0.17847531234346115,0.18499789461050525,0.22733868294186352,0.22675946679113515,0.16701492570064244,0.02684369662783256,0.18092619280851563,0.16425996246578733,0.11322433369276745,0.11921201574431584,0.2510088620146015,0.16111444160605318
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",-0.016310031779046746,-0.08775917820383865,-0.03303705720259572,-0.1699016466235554,0.04355199929194737,-0.022289976984398115,0.18251433418869917,-0.03655405058716349,-0.16587563592914173,-0.07227753242640728,0.03479664576501461,-0.18211399397133377,0.09758509032849573,-0.06006548817359377,-0.13156431730124624,-0.292567918141712,0.18253352732921213,0.13830378880139868,-0.04259908218221304,0.07452906619719316,0.005553812012795493,0.3048729960386325,0.1590333469869171,0.504016448576176,-0.07059512941128324,0.20484075641079982,1.0,-0.057619598474416236,-0.0111566340731665,0.0723063019737143,0.03320856004263703,-0.20909787053422607,0.082592561285953,0.6854466195322708,0.32902381525837476,0.33064382195036773,0.28387492448016044,0.3839317209283245,0.09765189178506657,0.15335638276204136,0.2875121000193393,0.11490016800376174,0.2847856241034384,0.36665989997495,0.24643605670318317
mean_cultural_closeness_subj,0.8236260652903165,0.7770713056719334,0.8035403668308206,-0.045571268430109765,0.2492070617520656,0.08053169873812031,-0.3660927415879914,0.36282891764914343,0.29026806914194525,-0.09382674924445784,0.13838893548512649,0.2721186631309004,-0.025197758507100387,-0.3306862131449819,-0.17044119401347893,-0.18993980617997616,-0.12770175390471655,-0.10340578137317682,0.08407572063806193,-0.0440811639112437,0.04045580107723963,-0.05215373481789285,0.08704748009218413,0.024908774643916512,-0.04979881015416962,0.06491756220730871,-0.057619598474416236,1.0,0.20105514883381173,0.20848659851505275,0.009012039759136913,0.365745606212629,-0.32559425842844386,-0.03359920078892014,0.12844810264341144,0.15866736766395761,-0.04153164430817758,-0.18141821122569626,-0.1338142973604385,-0.13361581581471188,-0.1084850842057813,-0.23954119827272038,-0.09838608283495612,0.08717251013419977,-0.1423822004309622
extraversion,0.24456549255543236,-0.058848684310546205,0.30631003957738917,-0.8582493041983399,0.08269904039312467,0.02979913238368052,0.027516377314177422,0.26855073808395885,0.8951421805080361,0.2338599086637936,0.11555624954057675,-0.10959757296278427,-0.08995533060628753,-0.12271446602155842,0.020196409470701594,0.059458076733421586,-0.08709411455918153,-0.11436185639955533,-0.15977162963063019,-0.09842204900874363,0.07649689540896008,-0.14125997154906905,-0.08239204181712871,-0.07771400883532398,0.03525476393605787,0.01557184718956289,-0.0111566340731665,0.20105514883381173,1.0,-0.1009208997622743,0.03476292177683349,-0.07884006498277256,-0.27834411167248035,-0.10838501766848735,-0.044098452771839707,0.09584096323994408,0.05528595166602453,0.16197055889835238,0.14776731083087422,0.22101901888809153,0.25272240331772355,0.19391790098032982,0.2404155774887799,0.04379174944184321,0.23263537882393495
agreebleness,0.07018005042672364,0.105588364847096,0.33015506965554303,0.16441252113983937,0.7915918392936427,-0.14381399786687976,0.030507456271977113,0.19398799153320662,-0.02276591994781889,-0.8241962475607695,-0.0347325994069583,0.09248394923694891,-0.1870875704013147,-0.017071759405856597,0.12773692292113112,-0.0012160903498279725,-0.09157242946978211,0.1345689955869632,0.07912938400394155,0.23371451713617583,0.1798019561139065,-0.18686909359103468,-0.03381085773358153,-0.08009809008595668,-0.4936873288287304,-0.013092500774091421,0.0723063019737143,0.20848659851505275,-0.1009208997622743,1.0,0.08764572233131197,0.03585709244956344,-0.2650282558975211,-0.10756561423592424,0.11563511183638517,0.041195216750156784,-0.049222250379569524,0.18003727475938447,-0.07696439937159852,-0.14776205442042384,-0.03970660465464255,-0.12726933035276922,0.24099181441354453,0.035615992797022315,-0.03279969044392178
coscientiousness,-0.005170912847597597,-0.037251613647888836,0.0664352687592134,0.025492120149846063,0.08079094508556674,-0.8871117120858555,0.13381078876621957,-0.06704793477832229,0.07917366427132698,-0.061661594933786146,0.726278554664567,-0.23870943385728813,0.18366705607611536,0.17668075425347388,0.45023144992449604,0.28070623192061067,0.30429500287829986,0.21540626883353803,0.010154449102585896,-0.07128568508248757,-0.12103930319954767,0.11725550845118035,0.23777608001686087,-0.07853553519519045,0.1656223220659157,-0.015091635096359964,0.03320856004263703,0.009012039759136913,0.03476292177683349,0.08764572233131197,1.0,-0.21389425135413337,0.15394146351546162,0.0702541501617797,0.07497663395471262,0.08903520271397007,0.2703405856150191,0.08773903870764362,0.13836723196977335,0.2823261140181701,0.03604350375674055,0.05226275740290928,0.0026940801511574908,0.17897112647386468,0.13924936516866598
neuroticism,0.1783783581702291,0.5350118842234406,0.15647683337450144,0.10580880572920161,0.05424532514873346,0.32761634066545076,-0.8706655124772463,0.24125860950610536,-0.03744186340217287,-0.005585894878905024,0.049982455788351456,0.8731314035872254,-0.12134359789498825,-0.001079884191900621,-0.07939142734303326,0.02900054065797628,-0.20708072877235567,-0.24997107842326002,0.2507901818661548,0.054586151544206166,0.18960257836127392,-0.03823963686932009,0.06095368277649496,0.03052348794221354,-0.01927074086614088,0.24283897505104318,-0.20909787053422607,0.365745606212629,-0.07884006498277256,0.03585709244956344,-0.21389425135413337,1.0,-0.2712883257088594,-0.06070880859774753,0.08212263945819054,0.04516767993321073,-0.08214363048607021,-0.08787408461288794,-0.07479676350197452,-0.06463195993568632,-0.04664520071639665,0.03189530009786777,0.025381767171778587,0.010459942037228661,-0.02993950007332257
openness,-0.32971014784580743,-0.22095049616016302,-0.2324544264479883,0.2013980183298655,-0.33991733322200796,-0.2236309909230418,0.2647287604475324,-0.8518614304143856,-0.2817209266322583,0.09784080877455659,-0.0178668826950691,-0.20859762945654242,0.5088321626932368,-0.1357301247470411,-0.1342400931550866,-0.17073305040578293,0.06703546267646554,-0.14244163289787415,-0.31911788302570504,-0.39268974612264207,-0.28660079378256165,0.11449464344570168,0.03519711672869372,-0.03741552228170993,-0.23664916338321937,-0.36172991103562235,0.082592561285953,-0.32559425842844386,-0.27834411167248035,-0.2650282558975211,0.15394146351546162,-0.2712883257088594,1.0,0.030285192467466034,0.03910146593007876,-0.0853087024433956,0.0460581768813491,-0.3195277946936707,-0.11849748003301103,-0.19357211792615314,-0.20111333498088393,-0.10743619644914927,-0.24728073364876102,0.0028186632741756907,-0.18669306936102067
mean_trust_subj,-0.08598207562069701,0.06949348731991829,-0.06767683196783432,-0.12497402191335034,-0.07725060399584531,-0.027018382724656138,0.08172715141074818,-0.024620314320194323,-0.28636508177703285,0.09597431974716417,0.10360419948655544,-0.024394385141438914,0.017347022654612458,-0.08377012923502103,-0.030307372945971363,-0.29604046701969866,0.05455775965086208,0.03897855007177264,-0.014223916269079437,-0.15024538483040698,-0.28437838638120544,0.8499772466810863,0.30770014416494085,0.891608235290447,0.18292357639807172,0.17847531234346115,0.6854466195322708,-0.03359920078892014,-0.10838501766848735,-0.10756561423592424,0.0702541501617797,-0.06070880859774753,0.030285192467466034,1.0,0.17314896321842216,0.27778334569850954,0.19421945224459247,0.19319981277408863,-0.04293291051308597,0.03379534420187534,-0.008776962675236387,-0.03126970026475282,0.018862710919209817,0.25110356799234984,0.0248417791902048
Which picture best describes the relationship between Pepper and your country? ,0.0865182528422544,-0.02526824898489681,0.2538785027340545,0.025850118310836927,-0.06331826198664102,-0.1370438444134444,-0.08869010319823294,-0.12271493706634724,-0.04989496730210121,-0.23882045957215634,-0.050589253504440525,0.054668534373183524,-0.12705179498991795,0.23506913561545112,-0.0008952044465224678,0.05936836557309212,0.017937104123282057,0.09631254543978604,0.24740024558780419,0.19503792772927947,0.20908533180636826,0.029064978363402345,0.19672556153429593,0.03650095517938106,0.11581751467843608,0.18499789461050525,0.32902381525837476,0.12844810264341144,-0.044098452771839707,0.11563511183638517,0.07497663395471262,0.08212263945819054,0.03910146593007876,0.17314896321842216,1.0,0.7841677691391572,0.38130123940384375,0.2128180931446039,0.029518852513005542,0.006947694681677791,0.105297887895977,0.10227434984944253,0.23039144946155593,0.8210710243066295,0.20155181979122974
Which picture best describes the relationship between Pepper and your national culture? ,0.17266186489059712,-0.001222474704414034,0.2151116561625001,-0.07316158994474657,-0.07213072469579962,-0.13158325353485464,-0.09183392835994697,0.045438575391726944,0.09368996865582609,-0.13102353669156996,-0.01367225095938632,-0.012601964799480305,-0.08816744308594472,0.15249643087616382,-0.0111089838119941,0.13690982312019334,-0.064433766800134,0.043039886222919634,0.25373246520133635,-0.0032662766723201117,0.13780856761847796,0.17084843923544976,0.20885541394639504,0.1353485806186182,0.15866726582956608,0.22733868294186352,0.33064382195036773,0.15866736766395761,0.09584096323994408,0.041195216750156784,0.08903520271397007,0.04516767993321073,-0.0853087024433956,0.27778334569850954,0.7841677691391572,1.0,0.6308598714454606,0.4165353296262712,0.2258467190408751,0.27968954729388273,0.3532432932309436,0.26385317548818005,0.3761879394426031,0.9323295175195992,0.4396496650303819
Which picture best describes the relationship between Pepper and your own preferences? ,-0.05401456748780556,-0.0502645153080495,0.0056697115343998464,-0.10917284206635362,-0.040152374073725836,-0.28164589084443453,-0.05362277895837521,0.05189718764065554,-0.0041228117139755875,0.03946737883600742,0.13405406275815712,-0.19574752853359736,0.1732213856491688,0.31195668670441995,0.25519848081708135,0.18592817584111915,0.15391448883748962,0.2303714779127506,0.17158678001879582,-0.06198441188568328,0.14853732207699016,0.12008168332644203,0.3412985524685395,-0.026268970861424455,0.18439716287287608,0.22675946679113515,0.28387492448016044,-0.04153164430817758,0.05528595166602453,-0.049222250379569524,0.2703405856150191,-0.08214363048607021,0.0460581768813491,0.19421945224459247,0.38130123940384375,0.6308598714454606,1.0,0.474335441225482,0.3867774705539403,0.47440437123905427,0.45085676392638574,0.5070546113945575,0.44696039258343767,0.8114787358537943,0.5911637938156259
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,-0.04036291473081116,-0.2560328652571129,-0.13646786651038845,-0.2075541715864693,-0.025381589787246996,0.01138911651952428,-0.10994685925141702,0.2882645018685603,0.08545198057998149,-0.30398888289556314,0.19660480940195313,-0.2615170547236505,-0.13617150330527025,0.2588597722254453,0.21167506247820106,0.22513787493146747,0.2622232020843084,0.1321828025485308,0.2775310261918876,0.2055564455786198,0.2000330492533751,-0.08670965549715694,-0.03533303371699821,0.20659829179262734,0.08240015031496034,0.16701492570064244,0.3839317209283245,-0.18141821122569626,0.16197055889835238,0.18003727475938447,0.08773903870764362,-0.08787408461288794,-0.3195277946936707,0.19319981277408863,0.2128180931446039,0.4165353296262712,0.474335441225482,1.0,0.7473765853595071,0.6883903854465644,0.8144255553139987,0.6486528228115399,0.8610964734296741,0.43997387871485644,0.8693742022550156
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.06654244131767177,-0.1955875431102004,-0.19181106400736475,-0.022940423519958404,-0.14701171659505316,-0.03586176520692933,-0.09790398649998061,0.11190335723100825,0.22250086556655221,-0.01634956287984283,0.22989293406949582,-0.22687912289140783,-0.04228155676589942,0.19491310721129276,0.03694146206742199,0.18049781866615253,0.2938726132606188,0.08000911521710509,0.2922962262897117,0.13314185944955942,0.08824969586313852,-0.21555928104126948,-0.0031299578008743773,0.010971619332905452,0.14665103990358347,0.02684369662783256,0.09765189178506657,-0.1338142973604385,0.14776731083087422,-0.07696439937159852,0.13836723196977335,-0.07479676350197452,-0.11849748003301103,-0.04293291051308597,0.029518852513005542,0.2258467190408751,0.3867774705539403,0.7473765853595071,1.0,0.809663352453736,0.7081229853163938,0.6087558957415377,0.6533783750277962,0.26431461323580546,0.8633136579794323
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.05519941601626743,-0.2770860114933859,-0.09439523221238516,-0.14946423965164043,-0.1558948667398614,-0.1001861592412898,-0.0698687674863532,0.2456295750812248,0.23278198321562146,0.08570788909595572,0.4288447658983764,-0.18144780096178628,0.0341972621627962,0.29114698404693595,0.1376110703584568,0.26435370707163186,0.2756471220782629,0.15463131705512492,0.3001167095760507,0.0518483063688905,0.031265227551684635,-0.11300076392786498,-0.04359814782307122,0.0190153497872339,0.2686491851601153,0.18092619280851563,0.15335638276204136,-0.13361581581471188,0.22101901888809153,-0.14776205442042384,0.2823261140181701,-0.06463195993568632,-0.19357211792615314,0.03379534420187534,0.006947694681677791,0.27968954729388273,0.47440437123905427,0.6883903854465644,0.809663352453736,1.0,0.6928039642132675,0.7157322855597594,0.6530749680005004,0.3145671660787111,0.8854566949736818
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,0.055191796589996636,-0.1979543832460002,-0.11551715129814509,-0.24735493808000278,-0.186881159257538,0.10972133027199076,-0.14380357520675624,0.20146448497703268,0.19976910310617602,-0.1113404428537808,0.237207538044188,-0.2234971784338331,-0.052788485523091636,0.13393154760057077,0.18935464793391596,0.19711323235937817,0.28559805636827257,0.0897161804689224,0.2131644741664849,0.06800215563453778,0.2696705106135121,-0.24936459985325987,-0.09946998712112418,-0.007115873688731412,0.025607509255254117,0.16425996246578733,0.2875121000193393,-0.1084850842057813,0.25272240331772355,-0.03970660465464255,0.03604350375674055,-0.04664520071639665,-0.20111333498088393,-0.008776962675236387,0.105297887895977,0.3532432932309436,0.45085676392638574,0.8144255553139987,0.7081229853163938,0.6928039642132675,1.0,0.6467880856151782,0.8280660102780509,0.3671776356493802,0.8840504342339693
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,-0.10552117048941902,-0.25983956853030443,-0.20886494285840743,-0.25036824294521,-0.09983326536028066,0.08697550501203494,-0.22347900728760298,0.18717179706765824,0.10067745100995344,0.10574021142908588,0.2365402302308098,-0.16611312324067687,0.10254541936766008,0.28618880115773976,0.20519937378598943,0.24372649912974828,0.16259129608552889,0.16365327912170988,0.13793188982290974,-0.024218161871803146,0.08849396004038435,-0.1156182840258329,-0.08350192041837476,-0.0836297248974363,0.20975565208607388,0.11322433369276745,0.11490016800376174,-0.23954119827272038,0.19391790098032982,-0.12726933035276922,0.05226275740290928,0.03189530009786777,-0.10743619644914927,-0.03126970026475282,0.10227434984944253,0.26385317548818005,0.5070546113945575,0.6486528228115399,0.6087558957415377,0.7157322855597594,0.6467880856151782,1.0,0.6467910003539167,0.35764697329966894,0.8226621609229096
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.015198561349691104,-0.24561603778572078,-5.658312167871095e-17,-0.25884044094534053,3.6355870892321004e-17,0.10740856506033977,-0.18810105988259235,0.2291512426700658,0.16960257899985776,-0.37542222473396486,0.16548124251329283,-0.14235862692739484,-0.0954139036502034,0.2502686242989243,0.2094696927682867,0.19699547250011634,0.19851239033785023,0.0572451205108108,0.19164516176918728,0.18975925134199317,0.2741295646126753,-0.24124957505882433,-0.12639342822240324,0.074462870949714,-0.12505056706538983,0.11921201574431584,0.2847856241034384,-0.09838608283495612,0.2404155774887799,0.24099181441354453,0.0026940801511574908,0.025381767171778587,-0.24728073364876102,0.018862710919209817,0.23039144946155593,0.3761879394426031,0.44696039258343767,0.8610964734296741,0.6533783750277962,0.6530749680005004,0.8280660102780509,0.6467910003539167,1.0,0.4193769952111801,0.8667174915801452
mean_cultural_closeness,0.0716532555541285,-0.031707309999857256,0.1743546293304642,-0.06568584841362855,-0.06735073097766409,-0.22223359595725714,-0.08977913307294555,-0.00491058216683775,0.014791520188158247,-0.11790213696500118,0.03546169896193591,-0.070819014902062,-0.002690350338708921,0.27888202006777596,0.10767096339792297,0.15396066515100174,0.05025340071295463,0.1521146087439184,0.2592026991845734,0.04235868710436781,0.19221520737489234,0.12660839072159932,0.29873603317221176,0.0518601660732418,0.18184107939170213,0.2510088620146015,0.36665989997495,0.08717251013419977,0.04379174944184321,0.035615992797022315,0.17897112647386468,0.010459942037228661,0.0028186632741756907,0.25110356799234984,0.8210710243066295,0.9323295175195992,0.8114787358537943,0.43997387871485644,0.26431461323580546,0.3145671660787111,0.3671776356493802,0.35764697329966894,0.4193769952111801,1.0,0.49577295953766903
mean_competence,0.03156362618137011,-0.2580173610580394,-0.11180850744154587,-0.202723944137359,-0.1391140103616207,0.0026449336371125068,-0.16389941812854408,0.2090201105353616,0.20557974214177333,-0.07783092126487072,0.2890476822971456,-0.21441212423813394,-0.012842396690759518,0.28484570353277505,0.1773960329668382,0.2536476325262662,0.2734202335003439,0.13704789539032902,0.2833583041524179,0.0973608897935983,0.1829633425280127,-0.18658362295550224,-0.036376899052721935,0.010527361699340753,0.14162415660800953,0.16111444160605318,0.24643605670318317,-0.1423822004309622,0.23263537882393495,-0.03279969044392178,0.13924936516866598,-0.02993950007332257,-0.18669306936102067,0.0248417791902048,0.20155181979122974,0.4396496650303819,0.5911637938156259,0.8693742022550156,0.8633136579794323,0.8854566949736818,0.8840504342339693,0.8226621609229096,0.8667174915801452,0.49577295953766903,1.0
