,Nationality,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]",0.07364920335109121,-0.0772162078076929,0.16699848304510387,-0.11409720333885741,0.01368188306726598,0.15553522718858057,-0.2657228410214012,-0.03743901950874899,0.10288005051184294,-0.0043926534346007216,-0.002278350981339316,0.07911418759969958,0.039998049292044986,-0.007830477493128676,0.35353127141003826,0.37981802236308754,0.33055993149023577,0.2364531934670952,0.221757377240319,0.24694102624072825,0.35453034673871997,0.3809705259733649,0.10757942577320745,1.0,0.016270816055689044,0.3684338068271325,0.3383312853645759,0.0642149574770929,-0.017226709621466083,-0.010654726750961137,0.1072947510311709,0.23494209236277344,0.04425265528502112,-0.08293010768745493,0.207835726140131,0.20982808496675884,0.2957753608527523,0.34391892479138314,0.11540921714658071,0.1824398783304539,0.2837272692891237,0.194257490211613,0.058719982376157394,0.08179405167012219,0.32085003268592854,0.22732805143574428
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]",0.11263206882465139,-0.05291339872134781,0.08818923619156348,-0.08577162129020949,-0.011749433869509593,-0.060191035456898,0.0745640317086085,-0.15901021938497595,0.04139066167682785,-0.11887143018969007,0.0046739885648303696,0.07548969637831397,0.11678692936695008,-0.010607765040958273,-0.2571762849096988,-0.17314035982168888,-0.3598060537113559,-0.0037556150686307594,-0.15362087662031262,0.09398279249618474,-0.146759918680462,-0.29502791887232765,0.7083208817319916,0.016270816055689044,1.0,0.16344821651082378,0.17107736523558773,0.4861268756107983,-0.024254337455133224,-0.06126006790808972,-0.04380219141062228,-0.019558116642955002,0.15689135994531464,-0.0373454674088631,0.8907582670633905,-0.0365312983190565,0.0403382538763498,-0.04656167961984509,-0.025467000091061703,0.07150642238475417,-0.015932581682852807,-0.014396080720105793,-0.19997483060641438,-0.03724953492651917,-0.016805540828009863,-0.04136903226469461
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]",0.23860495696236697,-0.001783531704797966,0.051675874102502184,-0.1471645983530427,0.004938772904106283,-0.21852529526683626,0.008264541915531207,-0.01181138978153832,0.23606873293943245,0.005681818181818184,0.20432574937512776,0.10879990542536813,-0.11247121105448354,-0.024177904812258354,0.25249776919840605,0.27358225547203346,0.27507082319795206,0.24708442662615354,0.16706756987602536,0.42391269020373445,0.35308577862966456,0.12347835800613789,0.19958748666979306,0.3684338068271325,0.16344821651082378,1.0,0.582030798742097,-0.04919820412694882,-0.03810735532457809,0.00032619401999338653,-0.27166196497538225,0.04550275047160083,-0.05921380694998963,-0.19360674535200056,0.2510648084945568,-0.057138705794509165,-0.11162966912534152,0.018382352941176447,-0.013752606473772851,0.09556324216031416,0.1528080934829081,0.00031947688285523945,-0.017663544342006995,0.018357092212740025,-0.055806103490258684,0.0467829944958329
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]",0.2566044497570974,-0.007046295931227096,0.1431088173548981,0.011562154566317042,-0.010220508224650076,0.12757591095836598,0.04280322267060987,-0.1279924154889869,0.11934622723391787,0.009620343780861126,0.059508141529428654,0.031776510572420154,0.020312966611171143,-0.06491000043145968,0.2094670838478021,0.21162174325945432,0.21552100997376583,0.17287974391120373,0.18925841967631918,0.4243590198538379,0.36732829703695213,0.2816652974446254,0.22140742033069333,0.3383312853645759,0.17107736523558773,0.582030798742097,1.0,0.11704379562568486,0.05336390553895886,0.011598412468464468,0.05110808257372742,-0.016713328950916772,0.08317838756275789,-0.12600549360242486,0.31896276620929326,0.02339612602616684,-0.03365916896822511,0.1390233993430321,0.007400863972021932,0.05356836626894586,0.06442725751904209,-0.07068178525158365,0.15551935847090226,0.08658521115498684,0.04983639584061278,0.06780854201156467
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",-0.05734402288725955,-0.08331257896734418,-0.09348641918742889,-0.08391672766943228,-0.0915978654331469,-0.06276523394342375,-0.12757389644623537,0.0493360547190963,-0.032622495086989306,0.022192975854734114,-0.09929128869606485,0.001940772309482743,-0.059530780877925175,0.0407338838669821,-0.06787973521166185,-0.1240342039666226,-0.2698294911805088,0.05222753130768294,0.13689200917866862,-0.034633846503761556,-0.036847487698632074,-0.09813948062638707,0.24828243993698476,0.0642149574770929,0.4861268756107983,-0.04919820412694882,0.11704379562568486,1.0,-0.10328086224022673,0.06718937987229978,0.016947499712666663,0.09568861031432678,-0.06230588126179344,0.046716350837637984,0.6462274823545564,0.07734108201692563,0.08051220627089345,-0.027548063666020483,-0.02197636981242349,0.031248054356586175,-0.037216665446307765,0.010033854258621413,-0.15094014633702038,-0.0960557779444173,0.048426734917553955,-0.041684270662161835
mean_cultural_closeness_subj,0.48028118290163774,0.8824822674855539,0.7821576758860106,0.8410757907417125,-0.25225683602079446,0.011185080945968037,0.06516642366598933,-0.0765600791269318,0.2343107613050559,0.3495034429768835,-0.046672774604318366,-0.02993783483944538,-0.021668769209553136,-0.06972257152377584,-0.217215659537759,-0.2518570563169853,-0.2566547320270535,-0.0024930381325151255,-0.09627605759741331,0.1519165327316282,0.026212430258770094,0.12274198409685769,0.030164029864164086,-0.017226709621466083,-0.024254337455133224,-0.03810735532457809,0.05336390553895886,-0.10328086224022673,1.0,0.35059903410197596,0.035676611180056425,-0.06261847486663989,0.029970607249027142,-0.21657463395936055,-0.03515660408327285,0.003109710855851933,0.0018101128402882262,0.13625982233705902,0.024464538116057286,-0.11956817542060914,0.05845319629554859,-0.047440909560684356,0.026964994060754997,-0.0401142211894214,0.054207993467043164,-0.01669048523527533
extraversion,0.22720295629509024,0.3354016389232688,0.17173146418624582,0.3622485113188507,-0.8611236391278536,0.02577906331821358,-0.05301869117719071,0.14518601061928887,0.2373180527076998,0.850239540113691,0.12928017725672988,0.06836293691712032,-0.2584673924051209,-0.12135779657187962,-0.041583390779140944,-0.023661586062877115,-0.05080417589954097,-0.019782903729503514,-0.014275533145594524,-0.08837425579200996,-0.051991081650150144,0.0865832735273314,-0.07945411812040909,-0.010654726750961137,-0.06126006790808972,0.00032619401999338653,0.011598412468464468,0.06718937987229978,0.35059903410197596,1.0,-0.0601653984223955,0.07183313509843933,-0.23207071690416564,-0.24644148920190218,-0.041632824291719585,0.09711214279611398,0.03530757361789856,0.11758335026585408,0.33608662563476066,0.18614740498593557,0.23760463083021557,0.13984676202401133,0.2277409401848643,0.21438998880817714,0.09497218836293447,0.22998686737392207
agreebleness,-0.12921914767618436,-0.02696446483596849,0.048994633717315716,0.07837784935117248,0.07632649965207894,0.8093416191314976,-0.17198742488596286,-0.11428571428571432,0.1129961193456603,-0.025770304977901833,-0.7465361171195939,0.06211510326008012,0.06801619522386787,-0.025686282737475096,0.05074142824923015,0.16987861280898198,0.10763642221482446,-0.07088713375769426,0.16356858228160961,0.09201294860972312,0.19007930065004605,0.17570045180925964,-0.11250515004121141,0.1072947510311709,-0.04380219141062228,-0.27166196497538225,0.05110808257372742,0.016947499712666663,0.035676611180056425,-0.0601653984223955,1.0,0.15724272550828777,0.1034486397878749,-0.1002056186005053,-0.05671056280658496,0.19535567804239512,0.1641444100539146,0.08893281717864171,-0.016440175477612663,0.16806629357910605,0.040178108191173664,0.11495486790701119,0.2189791051014179,0.10803968951064838,0.168741795971152,0.16331262690425088
coscientiousness,-0.09745484594132293,-0.032647737758636546,-0.14550937190979799,0.0129869459337927,-0.000608786288671016,0.15360443273779514,-0.8928682203936601,0.06027637811151026,0.035643975907846244,0.1244923735846395,-0.08754752409811639,0.7094446423913897,-0.09482946031924891,0.06560755206500286,0.101527671769165,0.2707672631281238,0.16065970170040778,-0.009924283690581829,0.0361405835543767,-0.07595892581259613,-0.04677176135885686,-0.1123091447034777,0.1915972156679464,0.23494209236277344,-0.019558116642955002,0.04550275047160083,-0.016713328950916772,0.09568861031432678,-0.06261847486663989,0.07183313509843933,0.15724272550828777,1.0,-0.08904891246215677,0.007740086460344645,0.13962182619361857,0.10026345122270976,0.2515010453798076,0.0010196694783552141,0.08941397788008146,0.11683605125001018,0.009548365075231276,0.062379289142456475,0.003919188605017753,0.06673293809784064,0.13126765755018982,0.07694218712469995
neuroticism,-0.18474632790331413,-0.10453952374291413,0.2735054526975879,-0.05999578223410799,0.25177006378168076,0.17059427677934452,0.1483708203509372,-0.8689685742181497,0.1602727331076635,-0.14354862290906564,0.02117825505964552,0.044595615635396685,0.8820125861816148,0.005282975736650384,-0.05048181073004768,-0.04031961885270981,0.08175932547723669,-0.135292672740366,-0.17094974941858931,0.08029805461241345,-0.061626015885833905,0.04220670595262112,0.025647145173797736,0.04425265528502112,0.15689135994531464,-0.05921380694998963,0.08317838756275789,-0.06230588126179344,0.029970607249027142,-0.23207071690416564,0.1034486397878749,-0.08904891246215677,1.0,-0.1198610582920477,0.053082457863449665,0.019625195955366447,-0.03167979248530665,-0.02600763285646603,-0.18358474298137267,-0.29432235142821866,-0.13855537656388717,-0.12397735094765042,0.0892523268027886,-0.163649431569519,-0.014277635623764544,-0.14080742981807484
openness,-0.11767219363620429,-0.21979984751408183,-0.20649389353913558,-0.11312817496746394,0.2014122289593956,-0.16882048165149757,-0.044283047772469504,0.12657551823221708,-0.8497803219437563,-0.22072120354626107,-0.024563218033265298,-0.05299739822611119,-0.08437001455471839,0.6547526468588168,-0.08259791359996531,-0.08071218296076181,-0.16906314122015262,0.09751773054048822,-0.13451736469012854,-0.12002454579899645,-0.2934668817451429,-0.2197296655282299,0.016709830792270015,-0.08293010768745493,-0.0373454674088631,-0.19360674535200056,-0.12600549360242486,0.046716350837637984,-0.21657463395936055,-0.24644148920190218,-0.1002056186005053,0.007740086460344645,-0.1198610582920477,1.0,-0.01888848114503056,-0.08904667268793827,0.04506487634076552,-0.11819553293349475,-0.09339675333425594,0.027866488411696512,-0.05420749822957777,-0.1044210341996949,-0.2508086113780173,-0.11592537645008578,-0.06245357016384449,-0.11302534576076635
mean_trust_subj,0.18260843004761337,-0.06800739918615832,0.07849881299711832,-0.08741622452980502,-0.02035313479561289,-0.06746671944451324,-0.11277712044007122,-0.05554219938901646,0.007972950292560357,-0.09359199566553733,0.017903384747255915,0.11765710761791977,0.03785397969699315,-0.023950200307544037,-0.14578344289134307,-0.10585526880434026,-0.2752326749103066,0.05394383679760819,0.0004175289765139026,0.10269552564226757,-0.1306063815272779,-0.2588183364988031,0.8483987247235417,0.207835726140131,0.8907582670633905,0.2510648084945568,0.31896276620929326,0.6462274823545564,-0.03515660408327285,-0.041632824291719585,-0.05671056280658496,0.13962182619361857,0.053082457863449665,-0.01888848114503056,1.0,0.0024176868376109906,0.08974920222450819,0.015928766837624685,0.018760177153361278,0.1595517200885041,0.04739262452262176,0.008640509161263212,-0.18125154746765215,-0.023939336245058337,0.04020375133891458,0.01271859535954113
Which picture best describes the relationship between Pepper and your country? ,-0.09941832556057374,0.014323166940650146,-0.08742089578278743,0.07482478268413321,-0.0642150609245582,0.20991516277809444,-0.15951299824332543,-0.03116657060098324,0.09986245911444376,0.10266633768425158,-0.08715386980748743,-0.03840655351703299,0.003870996744309003,-0.023614984942255647,0.18759768191207846,0.017047931704038517,0.07239697039916135,-0.166507064690766,-0.0495459744714102,0.024728959349775315,-0.0049663280963432805,0.1453069291669404,-0.0540368006308887,0.20982808496675884,-0.0365312983190565,-0.057138705794509165,0.02339612602616684,0.07734108201692563,0.003109710855851933,0.09711214279611398,0.19535567804239512,0.10026345122270976,0.019625195955366447,-0.08904667268793827,0.0024176868376109906,1.0,0.8216950359044138,0.6453312654438674,0.5289217022173851,0.4001321493378103,0.4225108099831252,0.48179269249214585,0.31207483787688584,0.36836680107280007,0.9299668823432204,0.5777030749228131
Which picture best describes the relationship between Pepper and your national culture? ,-0.07597975766268268,0.018502203382007424,-0.06651725098367935,0.04656286552734163,0.0029000605028151713,0.23151668336939124,-0.3272418114848515,0.008785193777533453,-0.06832886801098416,0.06450332064029692,-0.010767491545676258,0.017721732987779175,-0.04579008539768629,-0.013557810257873455,0.18760671297226317,0.08175847089363954,0.07949431552500542,-0.10668814246403295,0.03112137143503118,0.035075840644172754,-0.005599609305466349,0.09294378899462018,0.05447363498813167,0.2957753608527523,0.0403382538763498,-0.11162966912534152,-0.03365916896822511,0.08051220627089345,0.0018101128402882262,0.03530757361789856,0.1641444100539146,0.2515010453798076,-0.03167979248530665,0.04506487634076552,0.08974920222450819,0.8216950359044138,1.0,0.5465446169263296,0.5396857518652962,0.38345242057550094,0.41188002404864715,0.47355905166817236,0.22680281432973032,0.33255525763798977,0.8904452534174461,0.5391756656703344
Which picture best describes the relationship between Pepper and your own preferences? ,0.10390523147790522,0.1275749737079017,0.09850874504883773,0.11371809872735122,-0.20297388249033088,0.08488003999160015,-0.03385888452591329,-0.028903165583058565,0.1303927228046104,-0.0053475935828877184,-0.05177485052039432,-0.05084191384747767,-0.07198157507486946,-0.034441021799337806,0.038934104605918396,0.059774274304814086,0.07462128906131288,0.022645323083604285,-0.016314711653683204,0.10103695812491797,-0.0038970962648201234,0.21619394169932807,0.011942861778415617,0.34391892479138314,-0.04656167961984509,0.018382352941176447,0.1390233993430321,-0.027548063666020483,0.13625982233705902,0.11758335026585408,0.08893281717864171,0.0010196694783552141,-0.02600763285646603,-0.11819553293349475,0.015928766837624685,0.6453312654438674,0.5465446169263296,1.0,0.5737339083778049,0.526802410564421,0.5280956757800389,0.6293318737092825,0.3856886858678215,0.5547235596387673,0.8304014684656202,0.6984550848880227
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.21810357418737206,0.061916046287797136,-0.09243687670090998,0.07982625549772808,-0.3569211704863055,0.0065319902526752155,-0.10516208891520706,0.10483029539842419,0.08589552812846049,0.2158548635545226,0.03474561778609283,0.023796460739546516,-0.21400997729794752,-0.05179034718540432,0.0516997339060872,0.05259956798398908,0.059351287635995245,-0.05622047918744824,0.043948413867713795,-0.08921028431175701,-0.013190998835951559,0.0701746826509495,0.053391368884923164,0.11540921714658071,-0.025467000091061703,-0.013752606473772851,0.007400863972021932,-0.02197636981242349,0.024464538116057286,0.33608662563476066,-0.016440175477612663,0.08941397788008146,-0.18358474298137267,-0.09339675333425594,0.018760177153361278,0.5289217022173851,0.5396857518652962,0.5737339083778049,1.0,0.6788009261944608,0.6788252613295973,0.7191738580168358,0.6027845174460097,0.7722761582348319,0.6200203157183638,0.8390663678022497
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.14105715566019308,-0.1398025996349355,-0.10516849557421733,-0.049261479352305404,-0.2364406278510606,0.1301730913564197,-0.14781616097100117,0.19932072712188711,0.023663381716998128,0.07942918828909228,-0.13209446867387026,0.014814665440914842,-0.31333602620391876,0.08613023399759177,0.06546773308179651,0.04695322132813514,0.053318055473822845,-0.027259688227540886,0.03237985072956865,0.014559931653178168,-0.00582604509680478,0.0512230154806217,0.20552375561998332,0.1824398783304539,0.07150642238475417,0.09556324216031416,0.05356836626894586,0.031248054356586175,-0.11956817542060914,0.18614740498593557,0.16806629357910605,0.11683605125001018,-0.29432235142821866,0.027866488411696512,0.1595517200885041,0.4001321493378103,0.38345242057550094,0.526802410564421,0.6788009261944608,1.0,0.6721569064999672,0.6879449030913901,0.41977789602668425,0.7197900657108651,0.49552514119672764,0.8318936782161804
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.33974699528105773,0.06094511614412007,0.05166496785826082,0.032515802159858324,-0.2525080776511618,-0.078035094562233,-0.06524622536013401,0.06501548416389918,0.1009765901598291,0.15242373967249484,-0.15523028778173237,-0.08199569661560462,-0.174946457811955,0.04324406483326757,0.134079728180314,0.08101454568486854,0.10557810389743404,0.061813546297205695,-0.05388212306216414,0.0988735697197063,0.05459413974344575,0.09840921254626085,0.06328341726588019,0.2837272692891237,-0.015932581682852807,0.1528080934829081,0.06442725751904209,-0.037216665446307765,0.05845319629554859,0.23760463083021557,0.040178108191173664,0.009548365075231276,-0.13855537656388717,-0.05420749822957777,0.04739262452262176,0.4225108099831252,0.41188002404864715,0.5280956757800389,0.6788252613295973,0.6721569064999672,1.0,0.6372775434806683,0.5003444924424995,0.7182607950820394,0.5149939265418576,0.8448981692159775
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,0.06524272336640402,-0.05659681126776374,-0.06497144272106412,0.0039664143339808566,-0.1513364412013446,0.08482263473536826,-0.07936148869186126,0.04945957341881486,0.13514995726684342,0.08689771213663765,-0.09512416805041768,0.007218215990187106,-0.16483854806582376,-0.0018170850702207049,0.07609198604333323,0.17360773982351277,0.2956365858677643,0.004087024822855768,0.15761036692420044,0.035810851182611986,0.021119367461902062,0.19841193601366186,-0.02346500042013254,0.194257490211613,-0.014396080720105793,0.00031947688285523945,-0.07068178525158365,0.010033854258621413,-0.047440909560684356,0.13984676202401133,0.11495486790701119,0.062379289142456475,-0.12397735094765042,-0.1044210341996949,0.008640509161263212,0.48179269249214585,0.47355905166817236,0.6293318737092825,0.7191738580168358,0.6879449030913901,0.6372775434806683,1.0,0.42674431825151155,0.7737874622326982,0.5991185533375152,0.8547605072995371
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.10950435463713036,0.0032259575145548204,0.04792244949833908,0.021173688855363807,-0.2143917691374415,0.16939583968384359,0.01275016124280305,-0.14527394289655032,0.2951002282935381,0.17470851131003207,-0.1723492148318681,0.028211368318880457,0.014240237123195507,-0.0466865567219597,0.18494064404707827,0.11376926330829766,0.13462671444719188,-0.030128979824849987,0.08865474913419366,-0.03975178528197929,0.15693728192090775,0.2069189624032921,-0.14860263335552137,0.058719982376157394,-0.19997483060641438,-0.017663544342006995,0.15551935847090226,-0.15094014633702038,0.026964994060754997,0.2277409401848643,0.2189791051014179,0.003919188605017753,0.0892523268027886,-0.2508086113780173,-0.18125154746765215,0.31207483787688584,0.22680281432973032,0.3856886858678215,0.6027845174460097,0.41977789602668425,0.5003444924424995,0.42674431825151155,1.0,0.7209866893617257,0.35009264042971455,0.7024471338989489
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.1655656550171958,-0.05058868168059772,-0.0806302999184672,0.031084954477169458,-0.23540908554645218,0.059380952757553083,-0.053688538562670605,0.06462557574398432,0.14517463434869282,0.12969166446403382,-0.11244236293154337,0.05656945960966912,-0.21821521534648639,-0.008993248941036508,0.08069558905004401,0.12278704653837744,0.14311727036420827,-0.028423072651136534,0.04534554245265278,0.023266719383831406,0.07442322769596976,0.15710732207909195,0.01238127234262171,0.08179405167012219,-0.03724953492651917,0.018357092212740025,0.08658521115498684,-0.0960557779444173,-0.0401142211894214,0.21438998880817714,0.10803968951064838,0.06673293809784064,-0.163649431569519,-0.11592537645008578,-0.023939336245058337,0.36836680107280007,0.33255525763798977,0.5547235596387673,0.7722761582348319,0.7197900657108651,0.7182607950820394,0.7737874622326982,0.7209866893617257,1.0,0.475428054000216,0.9163605212581879
mean_cultural_closeness,-0.025760792804925926,0.061281446660087696,-0.019798870135087344,0.08921487420791578,-0.10122115609112912,0.19759060646724674,-0.1942928027119891,-0.019650943328286055,0.06263497028586419,0.06062251058090237,-0.05684657687108809,-0.027518011652049302,-0.04311931039697403,-0.02717936772860914,0.1552639103761119,0.05963459108473178,0.08544231984699813,-0.09371664076980832,-0.013511853582109047,0.06114487280283643,-0.005445803270956598,0.17239942402341324,0.0042783133758535555,0.32085003268592854,-0.016805540828009863,-0.055806103490258684,0.04983639584061278,0.048426734917553955,0.054207993467043164,0.09497218836293447,0.168741795971152,0.13126765755018982,-0.014277635623764544,-0.06245357016384449,0.04020375133891458,0.9299668823432204,0.8904452534174461,0.8304014684656202,0.6200203157183638,0.49552514119672764,0.5149939265418576,0.5991185533375152,0.35009264042971455,0.475428054000216,1.0,0.6862146809537498
mean_competence,0.17439470327368783,-0.028129058758607245,-0.03552835295245987,0.023122747685295264,-0.24946103685634682,0.10629545620208426,-0.10427915481746285,0.05007602223844751,0.15629498126648572,0.1423096456457646,-0.1512362823696139,-0.0010974148881596297,-0.19302202511652133,0.01238422969559198,0.13990384323914654,0.12423925708080304,0.17029493551221686,-0.017975882146986512,0.05347522418994887,0.04066415077496628,0.06147293316051185,0.17846713433873615,0.027405772551032895,0.22732805143574428,-0.04136903226469461,0.0467829944958329,0.06780854201156467,-0.041684270662161835,-0.01669048523527533,0.22998686737392207,0.16331262690425088,0.07694218712469995,-0.14080742981807484,-0.11302534576076635,0.01271859535954113,0.5777030749228131,0.5391756656703344,0.6984550848880227,0.8390663678022497,0.8318936782161804,0.8448981692159775,0.8547605072995371,0.7024471338989489,0.9163605212581879,0.6862146809537498,1.0
